Model,Camera,Class,Confidence,Inference Time (ms),Frame Index
yolo11,Cam 0,Crowd,0.70068359375,6.859102999442257,10
yolo11,Cam 0,Crowd,0.6943359375,6.859102999442257,10
yolo11,Cam 0,Crowd,0.6298828125,6.859102999442257,10
yolo11,Cam 0,Crowd,0.5869140625,6.859102999442257,10
yolo11,Cam 0,Crowd,0.5546875,6.859102999442257,10
yolo11,Cam 0,Crowd,0.55078125,6.859102999442257,10
yolo11,Cam 0,Crowd,0.529296875,6.859102999442257,10
yolo11,Cam 0,Crowd,0.529296875,6.859102999442257,10
yolo11,Cam 0,Crowd,0.470703125,6.859102999442257,10
yolo11,Cam 0,Crowd,0.42626953125,6.859102999442257,10
yolo11,Cam 0,Crowd,0.394287109375,6.859102999442257,10
yolo11,Cam 0,Crowd,0.28857421875,6.859102999442257,10
yolo11,Cam 0,Crowd,0.6875,7.017930001893546,11
yolo11,Cam 0,Crowd,0.662109375,7.017930001893546,11
yolo11,Cam 0,Crowd,0.6318359375,7.017930001893546,11
yolo11,Cam 0,Crowd,0.6279296875,7.017930001893546,11
yolo11,Cam 0,Crowd,0.6259765625,7.017930001893546,11
yolo11,Cam 0,Crowd,0.60595703125,7.017930001893546,11
yolo11,Cam 0,Crowd,0.537109375,7.017930001893546,11
yolo11,Cam 0,Crowd,0.48828125,7.017930001893546,11
yolo11,Cam 0,Crowd,0.486328125,7.017930001893546,11
yolo11,Cam 0,Crowd,0.416748046875,7.017930001893546,11
yolo11,Cam 0,Crowd,0.392333984375,7.017930001893546,11
yolo11,Cam 0,Crowd,0.3857421875,7.017930001893546,11
yolo11,Cam 0,Crowd,0.291015625,7.017930001893546,11
yolo11,Cam 0,Crowd,0.2783203125,7.017930001893546,11
yolo11,Cam 0,Crowd,0.74755859375,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.74755859375,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.71533203125,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.6943359375,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.6533203125,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.64599609375,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.56005859375,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.52734375,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.509765625,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.462890625,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.43212890625,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.3701171875,7.1167610003612936,12
yolo11,Cam 0,Crowd,0.740234375,7.011924004473258,13
yolo11,Cam 0,Crowd,0.732421875,7.011924004473258,13
yolo11,Cam 0,Crowd,0.689453125,7.011924004473258,13
yolo11,Cam 0,Crowd,0.689453125,7.011924004473258,13
yolo11,Cam 0,Crowd,0.63720703125,7.011924004473258,13
yolo11,Cam 0,Crowd,0.609375,7.011924004473258,13
yolo11,Cam 0,Crowd,0.57958984375,7.011924004473258,13
yolo11,Cam 0,Crowd,0.53125,7.011924004473258,13
yolo11,Cam 0,Crowd,0.517578125,7.011924004473258,13
yolo11,Cam 0,Crowd,0.48828125,7.011924004473258,13
yolo11,Cam 0,Crowd,0.4765625,7.011924004473258,13
yolo11,Cam 0,Crowd,0.438720703125,7.011924004473258,13
yolo11,Cam 0,Crowd,0.299072265625,7.011924004473258,13
yolo11,Cam 0,Crowd,0.269775390625,7.011924004473258,13
yolo11,Cam 0,Crowd,0.72509765625,7.250024995300919,14
yolo11,Cam 0,Crowd,0.72314453125,7.250024995300919,14
yolo11,Cam 0,Crowd,0.69580078125,7.250024995300919,14
yolo11,Cam 0,Crowd,0.6689453125,7.250024995300919,14
yolo11,Cam 0,Crowd,0.63525390625,7.250024995300919,14
yolo11,Cam 0,Crowd,0.611328125,7.250024995300919,14
yolo11,Cam 0,Crowd,0.57568359375,7.250024995300919,14
yolo11,Cam 0,Crowd,0.56591796875,7.250024995300919,14
yolo11,Cam 0,Crowd,0.525390625,7.250024995300919,14
yolo11,Cam 0,Crowd,0.48828125,7.250024995300919,14
yolo11,Cam 0,Crowd,0.451416015625,7.250024995300919,14
yolo11,Cam 0,Crowd,0.448486328125,7.250024995300919,14
yolo11,Cam 0,Crowd,0.2998046875,7.250024995300919,14
yolo11,Cam 0,Crowd,0.7041015625,6.776198002626188,15
yolo11,Cam 0,Crowd,0.68603515625,6.776198002626188,15
yolo11,Cam 0,Crowd,0.67578125,6.776198002626188,15
yolo11,Cam 0,Crowd,0.66015625,6.776198002626188,15
yolo11,Cam 0,Crowd,0.62060546875,6.776198002626188,15
yolo11,Cam 0,Crowd,0.5908203125,6.776198002626188,15
yolo11,Cam 0,Crowd,0.56982421875,6.776198002626188,15
yolo11,Cam 0,Crowd,0.54296875,6.776198002626188,15
yolo11,Cam 0,Crowd,0.51953125,6.776198002626188,15
yolo11,Cam 0,Crowd,0.513671875,6.776198002626188,15
yolo11,Cam 0,Crowd,0.453369140625,6.776198002626188,15
yolo11,Cam 0,Crowd,0.415771484375,6.776198002626188,15
yolo11,Cam 0,Crowd,0.25830078125,6.776198002626188,15
yolo11,Cam 0,Patient,0.98681640625,118.46522000269033,0
yolo11,Cam 0,Patient,0.98486328125,7.34752800053684,1
yolo11,Cam 0,Patient,0.984375,6.935093995707575,2
yolo11,Cam 0,Patient,0.98486328125,6.975045005674474,3
yolo11,Cam 0,Patient,0.98388671875,7.0632600036333315,4
yolo11,Cam 0,Patient,0.984375,7.678382004087325,5
yolo11,Cam 0,Patient,0.986328125,7.025682993116789,6
yolo11,Cam 0,Patient,0.98388671875,7.343616001890041,7
yolo11,Cam 0,Patient,0.984375,6.74350999906892,8
yolo11,Cam 0,Patient,0.9833984375,6.9028959987917915,9
yolo11,Cam 0,Patient,0.984375,6.859102999442257,10
yolo11,Cam 0,Patient,0.98291015625,7.017930001893546,11
yolo11,Cam 0,Patient,0.986328125,7.1167610003612936,12
yolo11,Cam 0,Patient,0.9853515625,7.011924004473258,13
yolo11,Cam 0,Patient,0.984375,7.250024995300919,14
yolo11,Cam 0,Patient,0.98486328125,6.776198002626188,15
